MDS_1,MDS_2
17387.239737009095,-68449.65119874482
316.5308357019474,-87136.58820416364
6145.1398594943,-97385.11831651677
-9388.072720831027,-99330.09010501335
-716.1992193444136,-78796.03097525904
-24.729253609214915,-98632.68423398788
2556.5869849651253,-100835.2040545492
3797.3707486995113,-101789.08488683682
2276.4485889895036,-78734.85515337114
-3387.5665704349635,-98012.67938476759
-1330.5825986416094,-101588.34785140937
-6654.546113691769,-145064.23332349156
449.45851479614123,-71143.8985303271
2368.8708785113954,-91261.40961751396
738.3178900850802,-70640.23307112603
5481.443490094576,-72658.94629024062
865.2923234905807,-67628.89689789813
-1739.2490618325203,-98571.01939808855
-2107.3423447083633,-97558.64512690899
2121.3405294671843,-89719.83436784071
3522.0830394974096,-100775.60113588453
1960.541026323899,-100211.01796661859
41.15371225495365,-80628.90932267705
123.42492293408267,-70929.69022018994
2742.6357066783153,-77571.6562264797
-863.0289127282163,-120685.02701978269
1480.7143586917314,-79689.57279200584
2379.1049436718217,-128286.41300552523
-1100.760641222702,-65990.7166014832
-26.598187768341905,-70620.6737464863
-834.4628009671137,-101108.24414297668
5714.580460716111,-105886.81476050313
3795.652245358524,-82801.83560424643
-6819.5178203438045,-145479.52637669066
-1777.2914553986757,-85818.26124157009
160.11072101388024,-72639.52348843632
1549.7042383508992,-80692.02101040847
676.7725210857476,-91153.1864988626
-1653.6569857854693,-85566.15252631703
-710.1269096355178,-104614.08220406302
-1976.5225307420967,-116082.5766333591
2838.7409165325316,-82756.03875030609
2835.296605879069,-65734.63489681303
2049.5627878884698,-71242.54759245986
-1674.4720247702885,-80566.72332490826
1923.5932078790513,-68685.50015362367
2542.4370049878326,-72305.14120304807
342.80493792608735,-87736.23329473018
5570.955866780139,-95861.7887608088
34.91824878262531,-84127.29920898612
2614.541696306814,-66222.15696565474
2707.7956967609994,-70756.85613984404
1330.8783419723075,-90680.54674187257
463.4433183521883,-68619.5180710729
1289.1915216634884,-65643.12902892944
3880.039409801627,82415.87111304124
2593.2488285240306,30415.57978516259
2286.245246204758,64014.625529495286
449.0512271876638,74357.98246364095
7272.1785341520335,55826.20299964136
-3710.3791150405546,34568.57148629919
1177.2852048500558,69436.80882772464
1017.0872391807133,44353.05129886432
3469.524719497567,32893.49895266396
1960.5980208252067,71429.76422101248
-49.721602008975886,57463.48123898382
-8027.970216743712,36673.58256186332
3787.923369097473,49389.71672574538
3478.4518917105584,41896.61416204178
2625.980175535803,52411.04019261915
3554.3039736866344,29390.178984960752
1779.425858108785,85431.19543196911
2961.658787498139,32404.58789451586
10044.86238333529,64532.81389686433
832.1787361419683,39456.79183691207
413.9875223065485,79471.77665324286
1240.1729723409733,63428.19690717097
1055.2836368365943,34453.833707103666
-1660.3490213027876,59494.8996233898
919.9492769822018,81458.69997642025
-7180.309268444103,82103.40467659167
132.01239725968927,59141.2266968854
-468.8607815368623,28386.212468767142
1814.8869735689834,40932.866587644254
3815.8290820885422,29384.522679011156
-8233.054746097368,43172.43311814686
2150.301035487486,37423.98138480478
-1609.0611706538389,43516.761029234665
-2698.3088761336217,79519.4081836396
-2249.546693731395,87514.86022819375
4084.6494877525442,39379.14385294695
3526.091971232452,38894.093796763234
2507.255343161658,33415.79876661273
5858.490979195269,73412.05206338331
421.00877047701545,72756.95655118753
981.0340621638753,54566.892739077695
671.5756979825092,50953.541941181844
-3672.242545409709,40568.38901335691
1365.8130753338771,69437.56895939187
1770.1418200590679,64419.37893704442
-303.16297219493765,44489.1306185774
3623.732047833124,59192.911568546384
252.11333731126868,40470.8730066777
-1727.4265916386585,33521.607649097976
2461.0117218719956,69420.2140993556
2592.928903204417,32663.72096713439
1657.1014989105147,41940.03508337181
3268.558490588186,79428.31103513307
-3230.6506501581694,42557.20189284562
2374.934905605012,100435.32917053274
1148.8135829978407,128468.08501647571
